category,store_name,original_price,discount_percent,price,rating,comment_count,name,sold,link
Pet Food,Love Pets Shop,"₫ 52,000",-15%,"₫44,200",5,(1),"Pure & Nature Dried Chicken Neck Dog Teeth Cleaning Bones, 250Gram Bag - Love Pets Shop",,https://www.lazada.vn/products/pdp-i3146940303.html
Pet Food,Love Pets Shop,"₫ 91,000",-5%,"₫34,900",5,(95),"Dog Treats with Chicken Wrapped in Milk Calcium, Pet Training Treats - Love Pets Shop",425 sold,https://www.lazada.vn/products/pdp-i1574110053.html
Baby & Kids' Accessories,JADE-RABBIT,"₫ 16,000",-49%,"₫8,000",5,(62),Yếm ăn Ninong chống thấm có máng cho bé trai/bé gái,386 sold,https://www.lazada.vn/products/pdp-i2590516155.html
Building Toys,LEGO building blocks online store,,,"₫4,354,270",,,Compatible with LEGO Cổ phiếu sáng tạo tàu Titanic khối xây dựng mô hình lắp ráp MOC gạch thuyền xây dựng 9090 chiếc phù hợp 10294 quà tặng đồ chơi Aldult,,https://www.lazada.vn/products/pdp-i2507965538.html
Tableware,Gia dụng Tuki248,"₫ 22,000",-25%,"₫16,500",4.4,(16),"Set 8 đĩa nhựa lúa mạch hình vuông nhiều màu sắc dễ thương, tiện dụng",73 sold,https://www.lazada.vn/products/pdp-i2511183820.html
Party Supplies,AllInOneShop1,"₫ 31,000",-32%,"₫17,000",,,Toddlers Party Hat Pointed Hat Birthday Party Hats First Birthday Headwear Baby Hairband Infant Photography Headdress,,https://www.lazada.vn/products/pdp-i3147689863.html
Tableware,Bon an gia dụng,"₫ 25,000",-40%,"₫15,000",5,(13),Dĩa Lá Chuối Nhựa size nhỏ- trung - lớn - Đĩa nhựa hình chữ nhật,113 sold,https://www.lazada.vn/products/pdp-i2650290902.html
Tableware,taphoahoangky,,,"₫8,050",5,(105),"DĨA TRÒN SÂU GỐM SỨ LA HÁN - ĐỦ SIZE (6,7,8,9)",1.5K sold,https://www.lazada.vn/products/pdp-i2191557631.html
Building Toys,LEGO building blocks online store,,,"₫4,163,920",,Reviews,Compatible with LEGO 57014 5350pcs MOC Khối máy bay vận tải lớn An-225 Mô hình máy bay hàng không Khối máy bay Đồ chơi trẻ em Bộ quà tặng,,https://www.lazada.vn/products/pdp-i2507837873.html
Pet Food,Vu Tru Thu Cung,"₫ 40,000",-32%,"₫27,000",5,(23),7 Dental effects dog mouth cleaning cheese bite bone,196 sold,https://www.lazada.vn/products/pdp-i2426867445.html
Baby Clothing,Simeli Boutique - Bodysuit Bé,"₫ 40,000",-28%,"₫29,000",5,(276),"[Chính hãng] - Bodychip Xuất Dư Cambodia Loại A Cộc/Dài Tay Mềm Mịn Cho Bé Trai/Bé Gái 2,5-14kg (Không Lỗi)",3.3K sold,https://www.lazada.vn/products/pdp-i1759756330.html
Milk Formula & Baby Food,HÀNG US-UK,,,"₫60,000",,Reviews,trái cây nghiền gerber mỹ siêu sạch và thơm ngon cho bé từ 6 tháng 11/25 bay air,,https://www.lazada.vn/products/pdp-i3084501042.html
Drinks,SURI MINH KHUÊ.Selection,"₫ 54,900",-23%,"₫42,200",4.9,(17),"Trà Bắc Móc Câu Tân Cương Thái Nguyên, 200gr Trà Cô Gái Thơm Ngon An Toàn",39 sold,https://www.lazada.vn/products/pdp-i3022119860.html
Building Toys,Khối xây dựng MOC,"₫ 34,917,000",-33%,"₫23,278,000",,Reviews,Thế chiến II Quân sự Series Hải quân Nga Tàu ngầm lớp Oscar K141 Kursk MOC xây dựng khối thiết lập Hải quân chiến tranh gạch đồ chơi mô hình quà tặng trẻ em Tương thích với LEGO,,https://www.lazada.vn/products/pdp-i3013560283.html
Tableware,AChoice-KLS2023,"₫ 38,100",-29%,"₫27,200",,Reviews(4),Khay Đĩa Đựng Thức Ăn Kèm Chén Nước Chấm Phong Cách Nhật Bản – Sang Trọng & Tiện Lợi,5.0K sold,https://www.lazada.vn/products/pdp-i3140903830.html
Tableware,KRcOX8.Selection,"₫ 46,100",-29%,"₫32,900",,Reviews(56),"Bát Ăn Nhẹ Có Nắp – Chất Liệu Rơm Lúa Mì, An Toàn, Thân Thiện Môi Trường",7.3K sold,https://www.lazada.vn/products/pdp-i3140890968.html
Pet Food,MIOH CUTE PETSHOP,"₫ 9,000",-33%,"₫6,000",4.8,(61),[Freeship Max] Combo 10 Cây Xúc xích cho chó mèo hamster thú cưng nhiều dinh dưỡng 15gr_MIOH PETSHOP,1.7K sold,https://www.lazada.vn/products/pdp-i2020269835.html
Kitchen Appliances,PHONG VU Official Store,"₫ 2,990,000",-10%,"₫2,689,000",,Reviews,Lò vi sóng có nướng Toshiba MW2-AG24PC(BK) - Bảo hành 12 tháng,,https://www.lazada.vn/products/pdp-i2982394531.html
Kitchenware,RelaxRealm,"₫ 87,557",-44%,"₫48,643",3.7,(3),RelaxRealm 1 cái 14 16 18cm Mini chảo Chảo chống dính thép Frypan nồi màu sắc ngẫu nhiên cho đồ nấu nướng nhà bếp đồ nấu nướng,7 sold,https://www.lazada.vn/products/pdp-i2787052495.html
Bottoms,Guzado Fashion,"₫ 170,000",-52%,"₫81,000",4.9,(14565),"[TẶNG QUÀ ĐƠN 599K SALE 15.9] Quần đùi thể thao Guzado, Quần Short nam thể thao, chất gió mềm siêu mịn, co giãn tốt, vận động thoải mái, quần mặc nhà hoặc chơi thể thao GSR01",68.3K sold,https://www.lazada.vn/products/pdp-i1667031104.html
Pet Food,Pet Boss 95,"₫ 46,700",-45%,"₫23,400",5,(139),"COMBO 5 XƯƠNG GẶM CHO CHÓ GIÚP SẠCH RĂNG, THƠM MIỆNG",806 sold,https://www.lazada.vn/products/pdp-i2506282881.html
Storage & Organisation,JJT Shopping Mall,"₫ 130,000",-44%,"₫78,000",4.9,(44),"Trolley shelves, kitchen floor-to-ceiling, multi-storey snacks, baby living room, bedroom, bathroom, mobile storage shelves",36 sold,https://www.lazada.vn/products/pdp-i2864462639.html
Kitchenware,BUM BI,,,"₫11,856",4.7,(10),"Set 50 Chén Bạc Nướng Hàu Nướng Đồ Ăn Tiện Lợi, Chén Giấy Lót Khuôn Nướng Bánh Đă Năng Cho Bạn",64 sold,https://www.lazada.vn/products/pdp-i2666674447.html
Baby & Toddler Toys,Shop Huyền Bi,"₫ 275,000",-46%,"₫149,000",4.7,(22),"GHẾ RUNG NHÚN CHO BÉ tặng kèm thú treo đồ chơi ngộ nghĩnh dạng kệ chữ A GHẾ RUNG NHÚN cao cấp cho bé yếu thích thú giúp bé ăn, chơi, thư giãn hoặc nằm ngủ rất thoải mái nôi rung trẻ em nôi rung trẻ em , ghế rung trẻ em cao cấp",88 sold,https://www.lazada.vn/products/pdp-i535092046.html
Feeding Essentials,SMART BABIES SHOP,"₫ 114,000",-37%,"₫69,000",4.9,(163),KHAY SILICONE TRỮ ĐÔNG ĐỒ ĂN DẶM BABYSI HỘP TRỮ THỨC ĂN CHO BÉ HỘP ĐỰNG THỰC PHẨM,870 sold,https://www.lazada.vn/products/pdp-i2017961382.html
Tableware,BACH HOA KIWI,"₫ 4,500",-14%,"₫3,892",5,(13),"dĩa sứ trắng viền chỉ đen 16cm, dĩa sứ trắng 15cm, dĩa hoa văn 13cm, dĩa tiêu 9cm",107 sold,https://www.lazada.vn/products/pdp-i2427478517.html
Home Appliances Parts & Accessories,"LAMIDO VN - Phụ Tùng, Phụ Kiện Bếp Gas","₫ 157,000",-46%,"₫84,000",5,(84),"COMBO 2 Kiềng chắn gió [ LOẠI CAO CHỐNG NÓNG, TIẾT KIỆM GAS ] dùng cho các loai bếp gas 5 chân [ PHỤ KIỆN THAY THẾ BẾP GA ]",274 sold,https://www.lazada.vn/products/pdp-i2173872300.html
Outdoor Sports & Activities Equipment,TrekTribe,"₫ 77,677",-44%,"₫43,154",5,(1),TrekTribe Cắm Trại cốc thép không gỉ cốc cà phê du lịch Bộ đồ ăn dã ngoại đồ dùng ngoài trời thiết bị nhà bếp nấu ăn đặt đồ nấu nướng đi bộ đường dài,,https://www.lazada.vn/products/pdp-i3132460570.html
Outdoor Sports & Activities Equipment,TAO Kithenette Life,"₫ 81,000",-47%,"₫25,650",5,(25),"500 Chiếc Gắp Cá Chép Cạnh Tranh Bằng Vàng, Móc Câu Lồi, Móc Câu Trắng Mỏng, Móc Câu Vàng, Đồ Dùng Nướng Ngoài Trời, Dụng Cụ Nấu Ăn",260 sold,https://www.lazada.vn/products/pdp-i2511718270.html
Kitchenware,Siêu Rẻ N,,,"₫47,000",5,(3),"Chảo nhôm bằng cao cấp Kim sang - Loại dày ( size: 16cm, 18cm, 20cm, 22cm, 24cm, 26cm, 28cm, 28cm, 30cm)",9 sold,https://www.lazada.vn/products/pdp-i2678004267.html
Kitchenware,LITI COMMODITIES,"₫ 264,000",-50%,"₫132,000",4.9,(25),Chảo chiên rán trứng mini làm bánh 4 ngăn chống dính khuôn chảo hình sao và hình tròn dùng được bếp từ,115 sold,https://www.lazada.vn/products/pdp-i2714320318.html
Snacks & Confectionery,huyendu2712,,,"₫53,900",4.9,(139),Kẹo marshmallow kẹo bấc nougat trắng 500g,1.7K sold,https://www.lazada.vn/products/pdp-i1306671896.html
Snacks & Confectionery,Langfarm - Đặc Sản Chất Lượng,,,"₫50,000",4.9,(39),"Kẹo hương thập cẩm dẻo L'angfarm, 300g, hũ, mẫu tobita",368 sold,https://www.lazada.vn/products/pdp-i1688377880.html
Snacks & Confectionery,Thế Giới Mua Sắm Của Bạn,,,"₫160,000",,Reviews,"Socola bọc hạnh nhân, Socola bọc cafe, Socola bọc hạt điều hộp 150g",,https://www.lazada.vn/products/pdp-i2996615833.html
Pet Food,Thức ăn cho chó mèo TL,,,"₫108,000",5,(2),Thức ăn vặt cho chó Pedigree Schmackos vị Bò xông khói 3 gói x 70g,28 sold,https://www.lazada.vn/products/pdp-i1730513529.html
Feeding Essentials,TopGia HCM,"₫ 279,000",-43%,"₫82,000",5,(1),"100 Miếng lót thấm hút sữa TopGiaKids Chống tràn hiệu quả, an toàn từ sợi organic tự nhiên.",11 sold,https://www.lazada.vn/products/pdp-i3158436354.html
Diapering & Potty,Quần Bỏ Bỉm Riokids,"₫ 150,000",-17%,"₫89,000",4.8,(1015),COMBO 5 QUẦN BỎ BỈM RIOKIDS,4.3K sold,https://www.lazada.vn/products/pdp-i912406198.html
Pet Food,Pet Boss 95,"₫ 180,000",-45%,"₫98,900",5,(1682),COMBO 5 & 10 GÓI XƯƠNG GẶM ORGO CHO CHÓ GÓI 90GRAM,5.9K sold,https://www.lazada.vn/products/pdp-i2209630142.html
Feeding Essentials,Mẹ Bé Soko,"₫ 650,000",-44%,"₫365,000",4.9,(49),"Máy hút sữa điện đôi 4 chức năng 9 cấp lực, massage, kích sữa, hút sữa không đau - Mẹ bé Soko",118 sold,https://www.lazada.vn/products/pdp-i1865661406.html
Feeding Essentials,Bebi123shop,"₫ 99,000",-5%,"₫94,050",4.9,(143),Máy hút sữa cầm tay Baby Babuu Nhật Bản tặng 6 túi trữ sữa cho mẹ,807 sold,https://www.lazada.vn/products/pdp-i1059224357.html
Feeding Essentials,Kego Store,"₫ 192,500",-50%,"₫96,250",4.8,(56),Áo Hút Sữa Rảnh Tay Áo Vắt Sữa Có Dây Tặng Kèm Chất Liệu Cotton Sandex Loại 1 Bella Mama A07 - KAWAII BABY,169 sold,https://www.lazada.vn/products/pdp-i2492576334.html
Tableware,maiphatdat,,,"₫25,500",4.9,(42),Dĩa inox cao cấp size 16 tới 24cm,720 sold,https://www.lazada.vn/products/pdp-i2005331210.html
Outdoor Sports & Activities Equipment,TrekTribe,"₫ 42,608",-44%,"₫23,671",,Reviews,TrekTribe Giá Đỡ Bình Nước Xe Đạp đường trường bằng sợi thủy tinh giá đỡ đồ uống,20 sold,https://www.lazada.vn/products/pdp-i2849666138.html
Food Supplement,ROXTECH - ROSTEX PHARMA USA,"₫ 99,000",-40%,"₫59,000",4.9,(30),"Viên uống canxi Calcium Nano, vitamin D3, omega 3, kẽm giúp tăng chiều cao, chắc khỏe xương, ngừa loãng xương - 30 viên",202 sold,https://www.lazada.vn/products/pdp-i1666735334.html
Tableware,GIA DUNG ROSE,"₫ 8,000",-50%,"₫1,999",5,(74),"Dĩa Nhựa Tròn Nhiều Màu Bằng Nhựa Dẻo Loại I Không Mùi, Nhiều Size Tiện Dụng Giá Tốt",2.7K sold,https://www.lazada.vn/products/pdp-i2087476264.html
Baby & Kids' Accessories,ForKids 24h,"₫ 25,000",-48%,"₫13,000",4.9,(857),"Combo 02 Vòng dâu tằm đeo tay, chân cho bé từ sơ sinh đến 1tuổi",4.8K sold,https://www.lazada.vn/products/pdp-i335128633.html
Tableware,BACH HOA KIWI,"₫ 38,500",-1%,"₫13,840",4.7,(7),dĩa sứ vuông kèm khay chấm kim cương hoa văn,42 sold,https://www.lazada.vn/products/pdp-i2604322594.html
Kitchenware,BOSS BIG SHOP,"₫ 129,000",-39%,"₫78,052",4.8,(47),"4 grids egg frying pan suitable for all kinds of cookers, super convenient food processor non-stick enamel pans",166 sold,https://www.lazada.vn/products/pdp-i2416693395.html
Baby & Kids' Accessories,Mami & Babi,"₫ 55,000",-33%,"₫37,000",,Reviews,"Mũ Nón Sơ Sinh Tai Ong Cho Bé Trai Bé Gái 0-3 Tháng Chất Cotton 2 Lớp Co Dãn Mềm Mịn, Xinh Xắn, Giữ Ấm Đầu Cho Bé",,https://www.lazada.vn/products/pdp-i2828677436.html
Pet Food,MarketPetshop,"₫ 28,300",-45%,"₫11,100",5,(49),"COMBO 5 QUE GẶM DOGGYMAN CHO CHÓ, SNACK CHO CHÓ LỚN GIÚP SẠCH MẢNG BÁM RĂNG",204 sold,https://www.lazada.vn/products/pdp-i2380178013.html
Kitchen Appliances,KHOGIADUNGTHUYLINH,,,"₫189,000",,Reviews,NỒI CƠM MINI CHIGO DUNG TÍCH 1.2 LÍT TIỆN LỢI,,https://www.lazada.vn/products/pdp-i2808023105.html
Feeding Essentials,Supper Baby Store,"₫ 10,000",-50%,"₫5,000",5,(2),"Ống hút bón thuốc, bón sữa cho bé khó hợp tác uống sữa, uống thuốc",20 sold,https://www.lazada.vn/products/pdp-i3062048168.html
Feeding Essentials,Hakhanh,"₫ 132,000",-46%,"₫68,600",5,(156),Túi Trữ Sữa Sunmum Thái Lan 150ml/250ml - Hộp 50 túi,689 sold,https://www.lazada.vn/products/pdp-i661598397.html
Baby & Kids' Accessories,Kenhome,"₫ 29,000",-36%,"₫10,200",5,(3),Vòng tay hạt dâu tằm 100 % cho bé,8 sold,https://www.lazada.vn/products/pdp-i2409061337.html
Tableware,BACH HOA KIWI,"₫ 14,300",-14%,"₫12,369",4.7,(6),dĩa sứ hình vỏ sò kèm khay chấm sọc viền đen,45 sold,https://www.lazada.vn/products/pdp-i3021254884.html
Baby & Kids' Accessories,Bebi123shop,"₫ 21,000",-23%,"₫10,345",4.9,(418),Vớ tất bảo vệ đầu gối cho bé tập bò tập đi,3.1K sold,https://www.lazada.vn/products/pdp-i303654052.html
Feeding Essentials,❤️ THIẾT BỊ VẬT TƯ Y TẾ NAM SÔNG HƯƠNG,"₫ 1,430",-9%,"₫1,040",5,(1),"️(Lẻ 1 chiếc) Ống bón sữa tiệt trùng, ống nhỏ giọt pipet 3ml, 1ml tiệt trùng, Ống hút Bón Sữa Pipet 3ml 1ml Vô Trùng",6 sold,https://www.lazada.vn/products/pdp-i2503605582.html
Feeding Essentials,Baby World Mom & Baby Care,"₫ 110,000",-28%,"₫45,080",4.9,(184),"Mamicare absorbent milk pad, soft surface, light thin, breathable dry, no shadow under the shirt, no irritation, no smell, convenient packaging",665 sold,https://www.lazada.vn/products/pdp-i2422879323.html
Tableware,rAr8jD.Selection,"₫ 20,000",-32%,"₫13,300",,Reviews(233),4 đĩa chấm hình chiếc lá,28.6K sold,https://www.lazada.vn/products/pdp-i3140986133.html
Tableware,BACH HOA KIWI,"₫ 15,900",-1%,"₫8,339",5,(10),"dĩa sứ hoa văn tulip đỏ 15.8cm, dĩa sứ trắng 15cm",62 sold,https://www.lazada.vn/products/pdp-i2446680081.html
Pet Food,Love Pets Shop,"₫ 46,000",-13%,"₫42,750",5,(31),Love Pets shop Milk Cookies gift,136 sold,https://www.lazada.vn/products/pdp-i1807227289.html
Kitchen Appliances,pharmacity_dược phẩm,"₫ 220,000",-48%,"₫95,000",4.9,(29),"Máy xay sinh tố mini Osaka dung tích 750ml, máy xay thịt xay đồ ăn dặm cho bé xay cá thực phẩm đa năng",102 sold,https://www.lazada.vn/products/pdp-i2498714589.html
Kitchen Appliances,mualegiasicom,"₫ 199,000",-42%,"₫115,000",,Reviews,"Máy xay đa năng 2L, máy xay thịt, cá, xay đá, máy xay đồ ăn dặm, 4 lưỡi thép không gỉ, an toàn, không nóng máy, bền, xay nhuyễn theo ý",,https://www.lazada.vn/products/pdp-i2166727994.html
Arts & Crafts,Toy-VN,"₫ 114,000",-49%,"₫57,970",5,(163),Bộ đồ chơi đất nặn bôt mì máy làm mì/kem/bánh burger cho bé-Bộ đồ chơi nấu ăn nhà bếp đất sét an toàn cho bé,486 sold,https://www.lazada.vn/products/pdp-i2489937761.html
Kitchen Appliances,Amalife Việt Nam,"₫ 200,000",-32%,"₫136,000",4.8,(43),"Máy Xay Bột Khô Siêu Mịn Công Suất 300W, 6 - 8 Lưỡi Dao Đa Năng - Dụng Cụ Nghiền Đồ Khô, Hạt Cà Phê, Ngũ Cốc, Gia Vị Chính Hãng Amalife",126 sold,https://www.lazada.vn/products/pdp-i2214318494.html
Outdoor Sports & Activities Equipment,Thiết Bị Điện 024,"₫ 23,000",-27%,"₫16,830",5,(11),Bộ dao trổ 6 lưỡi 13 lưỡi Khắc giấy Khắc thủ công DIY Turie bonsai,45 sold,https://www.lazada.vn/products/pdp-i2413608998.html
Kitchenware,GIA DUNG GIA DINH 01,"₫ 27,000",-48%,"₫13,999",5,(1),"Khay hấp thức ăn nhựa Việt Nhật hình tròn 5615, Xửng hấp đồ ăn, bánh bao, xôi, há cảo",,https://www.lazada.vn/products/pdp-i3122607446.html
Outdoor Sports & Activities Equipment,GPQU,"₫ 41,900",-29%,"₫25,900",,Reviews(96),"Chén Inox Tròn Có Quai – Đựng Cơm, Rượu, Nước Sốt, Đồ Ăn Gia Đình",10.0K sold,https://www.lazada.vn/products/pdp-i3140992150.html
Tableware,D-Night,"₫ 138,000",-50%,"₫69,000",4.8,(95),D-Night 304 Stainless Steel Gold Bowl Thickened Double Layer Heat Insulation Kitchen Cooking Tools,1.1K sold,https://www.lazada.vn/products/pdp-i662330185.html
Personal Care Appliances,AZMAX,"₫ 700,000",-60%,"₫280,000",4.9,(62),"Đai Massage Giảm Béo Bụng Rung Nóng Vibro Shape Siêu Tốc Điện Máy Xanh, Máy Massage Đa Năng Vibro Shape giảm mỡ bụng, đùi, mong, eo, lưng, bắp chân giảm mạnh cơn đau cải thiện cơ thể thon gọn vùng eo.",114 sold,https://www.lazada.vn/products/pdp-i2421218344.html
Baby & Toddler Toys,LANA QUEEN,"₫ 250,000",-23%,"₫132,000",,Reviews,Đồ Chơi Nấu Ăn Cho Bé Trai Bé Gái Đồ Chơi Nhà Bếp 20 Chi Tiết Có Bếp Dùng Pin - Lana Queen,,https://www.lazada.vn/products/pdp-i3154616674.html
Food Staples & Cooking Essentials,KHO AN VAT NGON,,,"₫16,000",5,(2),"[Buôn sỉ rẻ] Bánh in nhân dừa non,đậu xanh, lá dứa ngon rẻ",,https://www.lazada.vn/products/pdp-i2862404220.html
Snacks & Confectionery,Trinh Nguyễn Shop 1587555096,"₫ 25,000",-24%,"₫18,711",5,(4),Kẹo dẻo kim Yến trái cây vị tuổi thơ 1 lốc 6 hộp,26 sold,https://www.lazada.vn/products/pdp-i2649075356.html
Snacks & Confectionery,VEDAN Laz Mall,"₫ 24,000",-21%,"₫18,900",5,(35),Kẹo Xốp MARSHMALLOW HSU FU CHI,210 sold,https://www.lazada.vn/products/pdp-i2531179747.html
Food Staples & Cooking Essentials,Yến Sào Dewis Nest,"₫ 1,368,000",-27%,"₫999,000",5,(126),"Hộp 5 Tổ Yến Tinh Chế Xơ Mướp Sợi Ngắn, Yến Sào Khánh Hòa Dewis Nest Sạch Lông, 100% Nguyên Chất, Giá Tốt Tiết Kiệm",257 sold,https://www.lazada.vn/products/pdp-i2585080007.html
Building Toys,Khối xây dựng MOC,"₫ 12,389,000",-33%,"₫8,259,000",,Reviews,Mô hình tàu chiến bọc thép nặng Yamato của Hải quân Nhật Bản Hạt nhỏ DIY lắp ráp đồ chơi khối cho trẻ em Tương thích với LEGO,,https://www.lazada.vn/products/pdp-i3013863671.html
Kitchen Appliances,phutungotominhthien,"₫ 4,225,000",-2%,"₫4,150,000",5,(9),"Genuine Alpicool 22 Liter G22 Car Refrigerator - Controlled by Phone, Can Make Ice",53 sold,https://www.lazada.vn/products/pdp-i3015417031.html
Board & Brain Games,Phát Huy Hoàng.Selection,"₫ 44,700",-29%,"₫31,900",4.8,(5),"Bộ Cờ Đa Năng 5 Trong 1, Gồm Cờ Vây, Cờ Nhảy, Cờ Gánh, Cờ Ô Ăn Quan, Cờ Carô, Thiết Kế Gọn Gàng, Dễ Gấp Gọn, Phù Hợp Cho Mọi Lứa Tuổi, Giải Trí Cùng Gia Đình, Bạn Bè, Giúp Rèn Luyện Tư Duy, Phát Triển Trí Tuệ - Phát Huy Hoàng",31 sold,https://www.lazada.vn/products/pdp-i3069801644.html
Kitchen Appliances,Tổng Kho XIA0MI LazMaII,"₫ 266,000",-58%,"₫112,853",4.9,(52),"LazMall Xiaomi Gia Dụng Máy Xay Mini Tỏi Ớt Xiaomi Đa năng Cầm Tay 250ml Cao Cấp- Máy Xay Mini Xanh Nhỏ Cầm Tay Giúp Cho Công Việc Chế Biến Thức Ăn Của Bạn Được Dễ Dàng Và Thuận Tiện Hơn, Lưỡi Dao 3 Cánh Sắc Bén Có Thể Nghiền Mọi Thứ Chỉ Trong 10s",74 sold,https://www.lazada.vn/products/pdp-i2762562829.html
Food Supplement,ROXTECH - ROSTEX PHARMA USA,"₫ 99,000",-40%,"₫59,000",5,(71),"Viên uống canxi Calcium Nano, omega 3, vitamin D3, kẽm giúp tăng chiều cao, chắc khỏe xương, ngừa loãng xương - 30 viên",456 sold,https://www.lazada.vn/products/pdp-i1666745591.html
Tableware,Sứ Long Vân,,,"₫69,000",4.4,(7),"Bộ 4 cái đĩa đựng đồ ăn sâu lòng/ảo7, hàng trắng, phi 18cm, cao 3 cm, giá cực rẻ",39 sold,https://www.lazada.vn/products/pdp-i1237878052.html
Feeding Essentials,Dahamart - Siêu Thị Ăn Dặm,"₫ 80,000",-50%,"₫40,000",4,(1),"Khay Ăn Dặm Tròn 3 Ngăn Inomata Nhật Có Ngăn Để Cốc, Thìa Dĩa  - Dahamart Siêu Thị Ăn Dặm",14 sold,https://www.lazada.vn/products/pdp-i1919638013.html
Pet Food,MarketPetshop,"₫ 81,900",-46%,"₫17,800",5,(16),"COMBO 5 XƯƠNG GẶM SẠCH RĂNG, THƠM MIỆNG CHO CHÓ",73 sold,https://www.lazada.vn/products/pdp-i2497165022.html
Tableware,Bevicoshop,"₫ 28,000",-43%,"₫16,000",5,(44),"Bộ Dĩa Inox Tròn Nhiều  Cỡ 16/18/20/22/24cm sử dụng đa năng, tiện lợi",315 sold,https://www.lazada.vn/products/pdp-i2404326127.html
Kitchen Appliances,GIA DUNG SI TPHCM,"₫ 510,000",-56%,"₫222,000",4.8,(5),MÁY NƯỚNG BÁNH MÌ SANDWICH SIÊU NHANH ĐA NĂNG - MÁY LÀM BÁNH WAFFLE ĂN SÁNG THỰC PHẨM NHẸ GIA DỤNG ĐA NĂNG 650W,15 sold,https://www.lazada.vn/products/pdp-i1989328046.html
Feeding Essentials,Supper Baby Store,"₫ 60,000",-18%,"₫49,500",5,(6),"Túi trữ sữa Kichilachi dung tích 100ml/150ml/180ml/250ml, 2 lớp, một hộp có 5 hoạ tiết đa dạng đáng yêu, có khóa zip, chống rò rỉ , an toàn cho bé, đảm bảo chất lượng sữa mẹ, có vòi tiện dụng",44 sold,https://www.lazada.vn/products/pdp-i3046098901.html
Drinks,SURI MINH KHUÊ.Selection,"₫ 50,200",-23%,"₫38,600",5,(5),"Trà Sâm Dứa BÍCH NHUNG Thượng Hạng Gói 300gram, trà miền nam, trà bảo lộc, trà sạch",13 sold,https://www.lazada.vn/products/pdp-i3041937979.html
Pet Food,THE GIOI XUONG GAM PETSHOP,,,"₫50,000",,Reviews,[HÀNG THÁI/500GR] SỢI CÁ TUYẾT SỢI CUA CHO CHÓ,8 sold,https://www.lazada.vn/products/pdp-i2890684324.html
Pet Food,Pet Boss 95,"₫ 49,200",-45%,"₫27,100",4.9,(306),"QUE GẶM SỮA CHO CHÓ NỘI ĐỊA THÁI LAN, GIÚP CHÓ MÀI RĂNG THƠM MIỆNG",2.7K sold,https://www.lazada.vn/products/pdp-i1743093964.html
Outdoor Sports & Activities Equipment,GlobalTechMart,"₫ 403,000",-23%,"₫310,000",5,(3),Boundless Voyage Titanium Ladle Thìa Súp Tròn Có Thể Tái Sử Dụng Để Cắm Trại Đi Bộ Đường Dài - Bộ Đồ Ăn Ngoài Trời Nhẹ,6 sold,https://www.lazada.vn/products/pdp-i3139944607.html
Tableware,e5JzJrjB.Selection,"₫ 13,800",-33%,"₫9,200",,Reviews(7),Hình trái Tim cho ăn mứt ăn trái cây mứt ăn gia vị đĩa,5.5K sold,https://www.lazada.vn/products/pdp-i3141003343.html
Drinks,SHOP. MT,,,"₫59,000",5,(63),Rượu NẾP Trắng Nguyên Chất [900ml] Dùng Để Nấu Ăn - Ngâm -Uống,325 sold,https://www.lazada.vn/products/pdp-i2124249759.html
Kitchen Appliances,Homie Shop&Store,,,"₫3,050,000",,Reviews,"Nồi chiên không dầu kiêm lò nướng Lorente LT-1600, tiện lợi cho mọi gia đình, tạo bữa ăn ngon, bền đẹp, sang trọng, an toàn, chất lượng đảm bảo - Homie_Homie - Homie Shop&Store",,https://www.lazada.vn/products/pdp-i1822940370.html
Feeding Essentials,molasosinh,"₫ 22,000",-28%,"₫15,900",4.9,(41),Yếm ăn dặm CÓ MÁNG THÁO RỜI cho bé Y46,329 sold,https://www.lazada.vn/products/pdp-i1043680731.html
Tableware,BACH HOA KIWI,"₫ 20,000",-33%,"₫7,785",4.9,(11),"tô sứ hàng không hoa văn phúc 19cm x 6cm, tô sứ trắng các size 15cm, 17.8cm, 20cm",85 sold,https://www.lazada.vn/products/pdp-i2403921514.html
Kitchenware,Roy Thailand,,,"₫200,000",4.7,(31),Chõ đồ xôi loại 1 ROY THAI + nồi hấp xôi xửng nấu kiểu Thái/Lào (bộ vỉ bằng tre kèm nắp) tiện dụng หม้อนึงข้าวเหนียว,141 sold,https://www.lazada.vn/products/pdp-i1625164471.html
Kitchen Appliances,GIADUNGDEP168,"₫ 202,740",-47%,"₫107,000",4,(3),[HÀNG XỊN] Nồi Lẩu Inox 2 Ngăn Đa Năng 30cm Dùng Được Các Loại Bếp– Đồ Dùng Nhà Bếp – Nhà Cửa & Đời Sống - Nồi Nấu Đa Năng Chưng Hấp Thực Phẩm Chất Liệu,12 sold,https://www.lazada.vn/products/pdp-i1623887648.html
Building Toys,Khối xây dựng MOC,"₫ 4,904,000",-33%,"₫3,269,000",,Reviews,Chiếc xe theo dõi bộ phim quân sự Hatay xe tăng nặng MOC khối xây dựng WW1 Mk VIII xe tăng vũ khí mô hình gạch đồ chơi quà tặng trẻ em Tương thích với LEGO,,https://www.lazada.vn/products/pdp-i3013587025.html
Pet Food,MarketPetshop,"₫ 97,600",-47%,"₫51,800",4.5,(2),"XƯƠNG GẶM MASTI CHO CHÓ GẶM SẠCH RĂNG THƠM MIỆNG, SNACK CHO CHÓ LON 220gram",14 sold,https://www.lazada.vn/products/pdp-i2947258779.html
