category,store_name,original_price,discount_percent,price,comment_count,rating,name,sold,link,
Phụ kiện Máy tính,HOSAN OFFICIAL,500.000 ₫,-34%,330000,,,"Bàn Phím Có Dây AULA F3061 - Bàn Phím Chơi Game 64 Phím Có RGB, Giao Diện USB Và Chuột S50",,https://www.lazada.vn/products/pdp-i3173795575.html,
Phụ kiện Máy tính,Bàn Phím Universe,,,,,,"Kit next time 75 - 3 mode kết nối - kit bàn phím cơ nt75 - NT75 - LED RGB hot swap - Wireless, Type C, Bluetooth 5.0",,https://www.lazada.vn/products/pdp-i2375700069.html,
Phụ kiện Máy tính,Phong Cách Xanh Certified Store,,,,-4,5,[Trả góp 0%] Bàn phím cơ Bluetooth Filco Minila-R Convertible Matte Black - Hàng Chính Hãng,11 Đã bán,https://www.lazada.vn/products/pdp-i747466341.html,
Thiết bị đeo thông minh,Awei Flagship store,3.699.000 ₫,-47%,1960470,,,Awei dòng đồng hồ thông minh H52 1.43inch amoeled smartwatchs cho nam nữ,,https://www.lazada.vn/products/pdp-i3194223821.html,
Phụ kiện Máy tính,Fuhlen Store Chính Hãng,3.000.000 ₫,-20%,2400000,,,Bàn Phím Cơ Không Dây Fuhlen H95s CSA Panda 3-Mode Gasket Hotswap Mạch Xuôi Led RGB nháy theo nhạc - Bảo hành 2 năm,,https://www.lazada.vn/products/pdp-i2696800672.html,
Phụ kiện Máy tính,Fuhlen Store Chính Hãng,3.000.000 ₫,-20%,2400000,,,Bàn Phím Cơ Không Dây Fuhlen H95s Warrior 3-Mode Gasket Hotswap Mạch Xuôi Led RGB nháy theo nhạc - Bảo hành 2 năm,,https://www.lazada.vn/products/pdp-i2690184710.html,
Phụ kiện Máy tính,TungCustom,,,,,,"Bàn phím cơ không dây Aula F99 , RGB, Gasket,Mạch xuôi, 3 Modes, Hotswap 5 pin đã Mod Tungcustom",,https://www.lazada.vn/products/pdp-i2808713673.html,
Phụ kiện Máy tính,TungCustom,,,,,,"Kit bàn phím cơ m1w darknight và kit M3w nhôm nguyên khối 3 mode ,Led rgb,Hotswap, mạch xuôi đã mod tại Tungcustom",,https://www.lazada.vn/products/pdp-i2507669752.html,
Phụ kiện Máy tính,Fuhlen Store Chính Hãng,3.400.000 ₫,-30%,2380000,,,Bàn Phím Cơ Không Dây Fuhlen H75s Warrior 3-Mode Gasket Hotswap mạch xuôi LED RGB nháy theo nhạc - Bảo hành 2 năm,,https://www.lazada.vn/products/pdp-i2690359401.html,
Phụ kiện Máy tính,Fuhlen Store Chính Hãng,3.000.000 ₫,-20%,2400000,,,Bàn Phím Cơ Không Dây Fuhlen H75s Saola 3-Mode Gasket Hotswap mạch xuôi LED RGB nháy theo nhạc - Bảo hành 2 năm,,https://www.lazada.vn/products/pdp-i2696755680.html,
Phụ kiện Máy tính,FL-Esports Authentic Store,2.799.000 ₫,-0.70%,2.799.000 ₫,,,Bàn phím cơ chơi game có dây FLEsport GP87CP White & Green - Hotswap - Led RGB - Kết nối USB - Kailh Box switch - Hàng chính hãng,,https://www.lazada.vn/products/pdp-i2193185090.html,
Điện,jiaozuoweicaishangmao,423.395 ₫,-39%,258270,,,"Dây có thể rút vào ổ điện nhiều lỗ, ổ cắm USB sạc nhanh đa chức năng cho gia đình và ký túc xá, bảng mở rộng dây dài với nhiều ổ cắm dây, dây dẫn và bộ điều hợp",,https://www.lazada.vn/products/pdp-i3134123834.html,
Điện,GlobalTechMart,187.000 ₫,-38%,115940,,,Bộ Công Cụ Hàn Ô Tô Thông Minh D2-5 Bộ Học Điện Tử DIY - Robot Theo Dõi Thông Minh Bộ Công Cụ Điện Tử Ô Tô Dành Cho Người Có Sở Thích,64 Đã bán,https://www.lazada.vn/products/pdp-i3202766808.html,
Điện,Electronic Big Sale Store,96.000 ₫,-33%,64320,,,Ổ cắm điện có dây hiệu quả với cổng PD và hai USB để sạc đồng thời nhiều thiết bị cho văn phòng và du lịch,,https://www.lazada.vn/products/pdp-i3101597414.html,
Điện,GlobalWonderShop,87.000 ₫,-45%,47850,,,Màn Hình Kép Ba Chữ Số Máy Đo Dòng Điện Kỹ Thuật Số 0-100V Đèn LED Đọc Với Điều Chỉnh Tinh Chỉnh Công Cụ Đo Dòng Điện Trực Tiếp,1.0K Đã bán,https://www.lazada.vn/products/pdp-i3208086238.html,
Điện,Global Joy,1.208.000 ₫,-23%,930160,-11,5,GVDA 9999 Đếm Đồng Hồ Vạn Năng Kỹ Thuật Số Phạm Vi Tự Động Thông Minh 1000V 10A Máy Đo Điện Dung Ohm Hz Điện Dung True RMS AC DC DMM GD128,23 Đã bán,https://www.lazada.vn/products/pdp-i2506780709.html,
Điện,jiaozuoweicaishangmao,394.362 ₫,-40%,236617,,,"Ổ điện nhiều lỗ USB, ổ cắm gia đình đa chức năng, tiêu chuẩn UK/EU/US, đa công tắc ổ cắm với dây dây, dây dẫn và bộ điều hợp",,https://www.lazada.vn/products/pdp-i3134007762.html,
Điện,GlobalTechMart,316.000 ₫,-23%,243320,,,Máy Đo Dung Lượng Pin Kỹ Thuật Số 5 Trong 1 Máy Kiểm Tra Dung Lượng Thông Minh Với Màn Hình LCD Để Kiểm Tra Điện Gia Đình,,https://www.lazada.vn/products/pdp-i3139994083.html,
Điện,GlobalLifestyle,699.000 ₫,-39%,426390,,,"Đồng Hồ Vạn Năng Kỹ Thuật Số 6000 Đếm Đèn Nền ZT-101, Đo Dòng Điện Xoay Chiều/một Chiều, Điện Áp, Điện Trở, True RMS, Dùng Cho Các Dự Án Điện Tử Tự Chế",,https://www.lazada.vn/products/pdp-i3226732515.html,
Phụ kiện Máy tính,KONG 3C STORE [vn],864.308 ₫,-32%,587729,-22,5,"Bàn phím Bluetooth không dây M96, Màn hình thông minh & Núm xoay, Phím màng im lặng, Chế độ kép (Bluetooth/2,4 GHz), Đèn nền RGB 94 phím, Pin sạc 2000mAh, Phím PBT tiện dụng cho PC/Máy tính bảng/Máy tính xách tay",15 Đã bán,https://www.lazada.vn/products/pdp-i2773719492.html,
Phụ kiện điện thoại & máy tính bảng,vneIcRnO.Selection,62.100 ₫,-42%,36018,-1181,4.8,"AME216 Sạc nhanh thời trang và nhẹ hỗ trợ nhiều loại cổng sạc, phối màu đen trắng, sạc dự phòng di động",3.8K Đã bán,https://www.lazada.vn/products/pdp-i2533033956.html,
Điện,TỔNG KHO GIA DỤNG 1587825305,,,,-43,4.8,"Ổ điện đa năng sạc nhanh, ổ cắm điện tự ngắt dây nối dài ổ điện thông minh chịu tải cao 2200w",140 Đã bán,https://www.lazada.vn/products/pdp-i2708808190.html,
Dụng cụ điện & phụ kiện,GlobalSuperBazaar,848.000 ₫,-23%,652960,,,"Bộ Dụng Cụ Hàn Kỹ Thuật Số T12, Màn Hình LCD Di Động, Điều Khiển Nhiệt Độ, Sửa Chữa Điện Tử, Không Kèm Nguồn Điện",31 Đã bán,https://www.lazada.vn/products/pdp-i3145453956.html,
Điện,PowerOfficial Store,104.000 ₫,-36%,66560,-3,5,🔥FREESHIP🔥Ổ power plug smart 5 plugs 2 ports USB charger 9 universal socket wire long 1.8 meters-drive electric multi-purpose have switch intelligent electric power plug anti-shock plug multi-purpose,19 Đã bán,https://www.lazada.vn/products/pdp-i2622036809.html,
Điện,A_hoco__Store,128.000 ₫,-46%,69120,-2,4,"Ổ power plug smart 5 plugs, 2 ports USB charger, 9 universal socket wire long 1.8 meters-drive electric multi-purpose have switch, intelligent electric, power plug anti-shock, plug multi-purpose",,https://www.lazada.vn/products/pdp-i2622074349.html,
Điện,bansi08,,,,-1,5,Ổ Cắm Điện Đa Năng Thông Minh Có Cổng USB,5 Đã bán,https://www.lazada.vn/products/pdp-i838372427.html,
Điện,,158.000 ₫,-22%,123240,,,"Ổ Cắm Điện Công Suất Cao Có Dây USB Đa Chức Năng Ổ Cắm Điện Gia Dụng Chống Sét Bằng Nhựa PP Dài 1,8m Thiết Bị Điện Tử",,https://www.lazada.vn/products/pdp-i3002035636.html,
Điện,Kangaroo store 1595312584,302.400 ₫,-54%,139104,-88,5,"KS bút điện thợ điện chuyên dụng dây phát hiện vỡ, màn hình hiển thị kỹ thuật số, đa chức năng cảm ứng thông minh phát hiện, kiểm tra điện, bút điện tua vít",137 Đã bán,https://www.lazada.vn/products/pdp-i2663070846.html,
Điện,Global Merch Park,316.000 ₫,-50%,158000,-8,5,ANENG SZ06 Đồng Hồ Vạn Năng Kỹ Thuật Số 2000 Đếm AC/DC Bút Thử Điện Áp DC Ohm Mini Thông Minh Multimetro Điện Chuyên Nghiệp Dụng Cụ,43 Đã bán,https://www.lazada.vn/products/pdp-i2713259600.html,
Điện,GlobalSuperBazaar,267.000 ₫,-23%,205590,-2,5,"Máy Đo Vạn Năng Kỹ Thuật Số Thông Minh ANENG SZ303 1999 Số Đo, Chuyên Nghiệp, Đo Điện Áp Dòng Điện Xoay Chiều/một Chiều, Có Chức Năng Lưu Trữ Dữ Liệu, Độ Chính Xác Cao",,https://www.lazada.vn/products/pdp-i3124901858.html,
Điện,GlobalWonderShop,241.000 ₫,-23%,185570,-7,3.7,Ổ Cắm Tường Đa Chức Năng Có Công Tắc Dây Dài USB Sạc Nhanh Ổ Cắm Phòng Ngủ Thiết Kế Đa Lỗ W Cho Bảng Dây Điện,39 Đã bán,https://www.lazada.vn/products/pdp-i2901944588.html,
Điện,GlobalSuperBazaar,252.000 ₫,-23%,194040,,,ANENG SZ818 Đồng Hồ Vạn Năng Kỹ Thuật Số Có Thể Sạc Lại Điện Áp AC/DC Chuyên Nghiệp NCV Ampe Kế Vôn Kế hFE Triode Máy Kiểm Tra Tụ Điện Đen,162 Đã bán,https://www.lazada.vn/products/pdp-i3226736368.html,
Phụ kiện Máy tính,HOSAN OFFICIAL,1.500.000 ₫,-37%,945000,-3,5,"Bàn Phím Cơ Bluetooth Không Dây Attack Shark X85 - Bàn Phím Gaming Led RGB, Hotswap, 3 Mode Kết Nối",5 Đã bán,https://www.lazada.vn/products/pdp-i2793501039.html,
Phụ kiện Máy tính,WK Store,1.550.000 ₫,-16%,1302000,-1,5,"Bàn Phím Cơ Dareu EK98 Pro | Bluetooth, 2.4G, Cắm Dây | Cherry PBT | Led RGB | Mới BH 24T",6 Đã bán,https://www.lazada.vn/products/pdp-i2654887600.html,
Điện,Awesome home,90.000 ₫,-29%,63900,-40,4.9,Ổ Cắm Điện Thông Minh Đa Năng Có 2 Cổng Sạc usb Chất Lượng Cao,139 Đã bán,https://www.lazada.vn/products/pdp-i2951352451.html,
Điện,Global Merch Park,269.000 ₫,-23%,207130,-84,5,ANENG SZ304 Vạn Năng Kỹ Thuật Số AC/DC Khuếch Với Điện Áp Không Tiếp Xúc Máy Kiểm Tra Dòng Điện Hz Diode Tụ Điện,59 Đã bán,https://www.lazada.vn/products/pdp-i2621735243.html,
Điện,Global Merch Park,651.000 ₫,-23%,501270,-46,5,Đồng Hồ Đo Điện 8in1 Với Màn Hình Màu Đồng Hồ Đo Năng Lượng Xoay Chiều Đa Chức Năng 2P 170-270V/63A Đo Điện Áp Và Dòng Điện Lắp Đường Ray Tiêu Chuẩn,170 Đã bán,https://www.lazada.vn/products/pdp-i2625126588.html,
Điện,bvdzir463,241.000 ₫,-31%,166290,,,"Nhiều lỗ công tắc ổ cắm, bảng sạc USB, ổ cắm đa năng, dây phích cắm tiêu chuẩn Châu Âu, dây dẫn & bộ điều hợp",,https://www.lazada.vn/products/pdp-i3092842858.html,
Điện,Global Merch Park,212.000 ₫,-23%,163240,-90,4.7,ANENG SZ06 Vạn Năng Kỹ Thuật Số 600V AC/DC Điện Áp Chống Máy Ohm Kiểm Tra Đồng Hồ Có Đèn Nền LCD Cho Thợ Điện,176 Đã bán,https://www.lazada.vn/products/pdp-i2562838446.html,
Nhà thông minh,Global Merch Park,242.000 ₫,-50%,121000,-361,4.9,"Ổ Cắm Thông Minh Tuya WIFI EU 16A/20A Với Chức Năng Giám Sát Điện Năng, Hỗ Trợ Điều Khiển Bằng Giọng Nói Cho Nhà Thông Minh, Tương Thích Với Alexa, Zigbee3.0, Phích Cắm Điện Không Nối Đất",4.0K Đã bán,https://www.lazada.vn/products/pdp-i2752079139.html,
Điện,GlobalSuperBazaar,333.000 ₫,-23%,256410,,,Đồng Hồ Đo Điện Áp DC Hiển Thị Kỹ Thuật Số 13 Trong 1 4.5-50V 0-12A Đồng Hồ Đo Điện Đa Chức Năng Với Bộ Kiểm Tra Type-C PD3.1 Để Sạc Điện Thoại Di Động,,https://www.lazada.vn/products/pdp-i3138698139.html,
Điện,T890437T6,367.000 ₫,-30%,256900,,,"Micheng nhà đa chức năng, Ổ cắm cao cho ký túc xá, bàn làm việc, ổ điện nhiều lỗ sạc nhanh với các điểm quản lý cáp, công tắc và phích cắm",,https://www.lazada.vn/products/pdp-i3136735603.html,
Điện,Global Merch Park,296.000 ₫,-23%,227920,,,Đồng hồ vạn năng kỹ thuật số hoàn toàn tự động Dt9205a Đồng hồ vạn năng chính xác cao,,https://www.lazada.vn/products/pdp-i3052230794.html,
Phụ kiện điện thoại & máy tính bảng,Dhqi16juibg,219.000 ₫,-20%,175200,,,"Một bộ sạc, phổ quát và linh hoạt, cho điện thoại thông minh có nhiều đầu, đến ba, ba trong một phích cắm, sạc siêu nhanh Sạc gắn tường",,https://www.lazada.vn/products/pdp-i3079998625.html,
Điện,GlobalLifestyle,1.165.000 ₫,-23%,897050,,,HoldPeak Vạn Năng Kỹ Thuật Số HP-770S 6000 Đếm Hướng Dẫn Sử Dụng Máy Đo Điện Áp AC/DC NCV Điện Trở Chính Xác Công Cụ Đo Điện,6 Đã bán,https://www.lazada.vn/products/pdp-i2901238118.html,
Điện,Excellent pick me,364.718 ₫,-49%,186006,,,"💥💕Excellent Ready Stock USB Power Strip, đa lỗ và đa cổng cắm, ký túc xá sinh viên nhà màu hồng dễ thương ổ cắm với cáp Power Strip Power chuyển đổi",,https://www.lazada.vn/products/pdp-i3181220732.html,
Điện,jiaozuoweicaishangmao,585.256 ₫,-33%,392121,,,"Tất cả các đồng nguyên chất ổ cắm nhanh chóng sạc USB đa-lỗ tường-mountable đa chức năng hộ gia đình ổ điện nhiều lỗ với dây dài dây, dẫn & Adapter",,https://www.lazada.vn/products/pdp-i3134124729.html,
Phụ kiện điện thoại & máy tính bảng,Global Merch Park,625.000 ₫,-23%,481250,-54,4.9,Bộ Sạc USB 6 Cổng Hub Charge 6 Thiết Bị Đồng Thời Với Màn Hình LED Hiển Thị Điện Áp Và Dòng Điện Bộ Sạc Máy Tính Để Bàn Nhanh,29 Đã bán,https://www.lazada.vn/products/pdp-i2626888194.html,
Điện,GlobalSuperBazaar,320.000 ₫,-52%,153600,,,"Máy Đo Vạn Năng Kỹ Thuật Số ANENG Chuyên Nghiệp, Đo Điện Áp AC/DC, Dòng Điện, Điện Dung, Điện Trở, Điện Trở Không Tiếp Xúc (NCV), Máy Đo Ohm Dùng Cho Kiểm Tra Điện.",1.0K Đã bán,https://www.lazada.vn/products/pdp-i3202794641.html,
Nhà thông minh,Global Merch Park,349.000 ₫,-42%,202420,,,MOES Tuya Cổng Thông Minh Hub Bluetooth WiFi Lưới Tương Thích Với Alexa Google Home Ứng Dụng Điều Khiển Từ Xa Làm Việc Cuộc Sống Thông Minh Lưới SIG,12 Đã bán,https://www.lazada.vn/products/pdp-i2715877230.html,
Điện,GlobalLifestyle,563.000 ₫,-35%,365950,,,ANENG ST181 + B19 Kẹp Đồng Hồ Đo Vạn Năng 4000 Đếm Kỹ Thuật Số Dòng Điện AC Bút Thử Điện Áp Với Hz Điện Dung NCV Ohm Dụng Cụ Đo,,https://www.lazada.vn/products/pdp-i3195716919.html,
Điện,jiaozuoweicaishangmao,439.364 ₫,-38%,272405,,,"2500W thông minh Bảng ổ cắm USB hộ gia đình đa công tắc chức năng ổ điện nhiều lỗ mở rộng với dây dài dây an toàn, dẫn & Adapter",,https://www.lazada.vn/products/pdp-i3134143951.html,
Điện,T890437T6,368.000 ₫,-30%,257600,,,"Sáng Tạo USB đa chức năng sạc để bàn Ổ cắm vuông văn phòng đa ổ cắm ổ điện nhiều lỗ điểm điện, công tắc và phích cắm",,https://www.lazada.vn/products/pdp-i3136806275.html,
Điện,GlobalLifestyle,967.000 ₫,-37%,609210,,,"SUNSHINE DT-890N Vạn Năng Kỹ Thuật Số Độ Chính Xác Cao AC/DC, Điện Trở Máy Thông Minh Chống Đốt Tính Năng",,https://www.lazada.vn/products/pdp-i3188854684.html,
Điện,GlobalLifestyle,268.000 ₫,-23%,206360,,,ANENG SZ301 Vạn Năng Kỹ Thuật Số Đa Dải AC/DC Điện Áp DC Điện Trở Điện Dung Máy Tự Động Ohm Đo Có Còi,,https://www.lazada.vn/products/pdp-i3113033026.html,
Điện,GlobalSuperBazaar,962.000 ₫,-23%,740740,,,"Máy Đo Vạn Năng Kỹ Thuật Số ANENG 622B Chuyên Nghiệp, Thông Minh, Đo Dòng Điện Xoay Chiều, Điện Áp, Ampe Kế True RMS, 9999 Số Đếm, Có Chức Năng Đo Nhiệt Độ, Điốt, Điện Trở.",,https://www.lazada.vn/products/pdp-i3162520297.html,
Điện,GlobalLifestyle,626.000 ₫,-23%,482020,,,ANENG 613 Đồng Hồ Vạn Năng Thông Minh 4000 Đếm Màn Hình Kỹ Thuật Số Ampe Kế AC/DC Vôn Kế Với Khả Năng Đo Tắt Nguồn Theo Thời Gian Thực,,https://www.lazada.vn/products/pdp-i3101739281.html,
Điện,bvdzir463,604.000 ₫,-24%,459040,,,"Thông minh cho nhà và sử dụng tại văn phòng, Châu Âu ổ điện nhiều lỗ dây, 4USB sạc, Hàn Quốc Đức tiêu chuẩn ổ cắm điện để bàn dây, dẫn & Adapter",,https://www.lazada.vn/products/pdp-i3092911553.html,
Điện,stellamall,336.000 ₫,-47%,178080,,,Dụng cụ điện cầm tay đa năng kế kỹ thuật số dụng cụ sửa chữa điện,,https://www.lazada.vn/products/pdp-i3177487136.html,
Điện,SZC Store 1602745294,233.250 ₫,-31%,160942,,,Ổ Cắm Điện Thông Minh Đa Năng Tích Hợp 2 và 3 Cổng Sạc USB Tiện Dụng Miễn Phí Vận Chuyển Dây Dài 90cm và 110cm Hàng Mới Khuyến Mãi Bảo Hành Chính Hãng Chất Lượng Cao Sử Dụng An Toàn Tiện Lợi Phù Hợp Với Mọi Thiết Bị Điện Tử,,https://www.lazada.vn/products/pdp-i3180968409.html,
Vệ sinh nhà cửa,Anker Official Store,18.990.000 ₫,-8%,17470800,,,Robot hút bụi eufy by Anker E25 Tự làm sạch khi lau nhà Luôn sạch sẽ Con lăn lau nhà 20.000 Pa Công suất hú,,https://www.lazada.vn/products/pdp-i3202070424.html,
Phụ kiện Máy tính,ar omal,263.000 ₫,-41%,155170,-1,1,AROMAL Bảo vệ mắt Tấm lót bàn học sinh Chống dầu Da Tấm lót bàn máy tính Đơn giản Màu trơn Tấm lót bàn cà phê,10 Đã bán,https://www.lazada.vn/products/pdp-i3051791704.html,
Phụ kiện Máy tính,BẢO HÂN TREASURES COMPUTER,,,,,,Bàn phím vi tính Keychron Q1M/ Q1 Max Swappable RGB Backlight Knob Version - Hàng Chính Hãng,,https://www.lazada.vn/products/pdp-i2923629603.html,
Phụ kiện Máy tính,HẢI PHONG CPT,,,,-27,4.7,BÀN PHÍM GIẢ CƠ DÀNH CHO GAME THỦ LED ĐA MÀU,109 Đã bán,https://www.lazada.vn/products/pdp-i308916267.html,
Xe hơi,KENTAI Shopping Mall,42.000 ₫,-50%,21000,,,4USB sạc nhanh với đèn LED thích hợp cho điện thoại di động điện thoại và máy tính bảng,,https://www.lazada.vn/products/pdp-i3131675129.html,
Phụ kiện Máy tính,NVN-STORE,199.000 ₫,-50%,99500,-1,5,Bàn phím G21 LED giả cơ game chuyên dụng,,https://www.lazada.vn/products/pdp-i2364926018.html,
Phụ kiện Máy tính,Shopphukien NATB,190.000 ₫,-42%,110200,,,Bộ bàn phím chuột văn phòng có dây ZORNWEE ZE-9100/ ZUNTUO ZK200 bảo hành 6 tháng BUNOC's,,https://www.lazada.vn/products/pdp-i2161739124.html,
Điện,ForesightOfficialStore,156.200 ₫,-39%,95282,-93,4.8,Bộ điều chỉnh công suất tốc độ thiết bị điện đa năng 1 pha 220V AC 4000W,310 Đã bán,https://www.lazada.vn/products/pdp-i2847650145.html,
Phụ kiện Máy tính,Phukienpitech,280.000 ₫,-23%,215600,-47,5,Bàn phím gaming có đèn led 7 màu phím tròn keyboard chơi game T Wolf T80[ Mẫu mới ],163 Đã bán,https://www.lazada.vn/products/pdp-i2284427325.html,
Phụ kiện Máy tính,LINH KIỆN 1984,159.000 ₫,-30%,111300,-17,5,[HCM] Bàn phím G21 LED giả cơ game chuyên dụng,77 Đã bán,https://www.lazada.vn/products/pdp-i2318036530.html,
Dụng cụ đo lường,Smart 1992,,,,-7,4.4,Máy đo điện áp cường độ dòng điện công suất công tơ điện tử PUUCAI ampe kế vôn kế 100A 6 trong 1,19 Đã bán,https://www.lazada.vn/products/pdp-i1773502984.html,
Phụ kiện Máy tính,XSmart Store,890.000 ₫,-45%,489500,-158,5,"Bàn Phím Cơ Bluetooth Không Dây K68BT Trục Cơ Red Switch Gõ Cực Đã, Thiết Kế Nhỏ Gọn Có Hotswap Có Thể Custom Kết Nối Máy Tính / Điện Thoại / Tablet",497 Đã bán,https://www.lazada.vn/products/pdp-i2075890883.html,
Điện,GlobalLifestyle,1.100.000 ₫,-23%,847000,-3,5,NJTY T58B T58C Vạn Năng Kỹ Thuật Số LED Thông Minh Có Đèn Nền Màn Hình Lớn Đo Điện Cảm Phạm Vi TỰ ĐỘNG 9999 Đếm Điện Áp Hiện Tại Điện Dung Bút Thử Điện,8 Đã bán,https://www.lazada.vn/products/pdp-i2873591869.html,
Điện,Taiye Electric,267.000 ₫,-13%,232290,-1,5,Vôn Kế Kỹ Thuật Số D85-3050 DC Mới Máy Đo Phát Hiện Dương Và Âm Bộ Nguồn Màn Hình Kỹ Thuật Số LCD AC220V,,https://www.lazada.vn/products/pdp-i2070739951.html,
Điện,bvdzir463,325.000 ₫,-28%,234000,,,"Tiêu chuẩn Châu Âu Ổ cắm thông minh, công suất cao USB đa chức năng văn phòng và nhà ổ điện nhiều lỗ với cắm ổ cắm dây, dẫn & Adapter",,https://www.lazada.vn/products/pdp-i3092991336.html,
Điện,jiaozuoweicaishangmao,782.683 ₫,-30%,547878,,,"Văn phòng nhà cửa EU thông minh với 4 dây cổng USB, Dây ổ điện nhiều lỗ Máy tính để bàn tiêu chuẩn Hàn Quốc và Đức, dây dẫn & bộ điều hợp",,https://www.lazada.vn/products/pdp-i3134130144.html,
Điện,AYUYTDB,318.869 ₫,-49%,162623,,,"SUPE USB Power Strip, đa lỗ và đa cổng cắm, ký túc xá sinh viên nhà màu hồng dễ thương ổ cắm với cáp Power Strip Power chuyển đổi",,https://www.lazada.vn/products/pdp-i3194068034.html,
Điện,jiaozuoweicaishangmao,535.900 ₫,-35%,348335,,,"Với nhiều cửa hàng và dây, Malaysia Tiêu chuẩn Anh Thông Minh USB Ổ Điện Nhiều lỗ dây, dây dẫn và bộ điều hợp",,https://www.lazada.vn/products/pdp-i3134195132.html,
Điện,CHUNCHEN,367.926 ₫,-49%,187642,,,"CHUNCHEN USB Power Strip, đa lỗ và đa cổng cắm, ký túc xá sinh viên nhà màu hồng dễ thương ổ cắm với cáp Power Strip Power chuyển đổi",,https://www.lazada.vn/products/pdp-i3196985682.html,
Phụ kiện Máy tính,zzbcna,576.000 ₫,-26%,426240,,,"Bộ điều khiển âm lượng USB, Bluetooth núm không dây, Bàn phím nhỏ, đa phương tiện RO lập trình, tùy chỉnh phím tắt bàn phím chơi game",,https://www.lazada.vn/products/pdp-i3042640453.html,
Điện,Woer Want,392.773 ₫,-49%,200314,,,"WORE USB Power Strip, đa lỗ và đa cổng cắm, ký túc xá sinh viên nhà màu hồng dễ thương ổ cắm với cáp Power Strip Power chuyển đổi",,https://www.lazada.vn/products/pdp-i3193761449.html,
Phụ kiện Máy tính,Electronic accessories hood,596.372 ₫,-41%,351859,,,"Esports 60% wired gaming keyboard, RGB backlight ultra compact  keyboard, waterproof small compact 61 key keyboard for PC/Mac gamers",,https://www.lazada.vn/products/pdp-i2663426158.html,
Phụ kiện Máy tính,EvbBVrws,678.072 ₫,-10%,610264,,,{UU61} LEOBOG K81 Hotswap Bluetooth Wireless Mechanical Keyboard Bluetooth 2.4G Wired 3 Mode RGB 81 Keys GASKET Customized for PC Laptop Windows Phone Android iOS,,https://www.lazada.vn/products/pdp-i3105128953.html,
Phụ kiện Máy tính,Hisagi,763.000 ₫,-44%,427280,,,NEW 2 Keys 2.4G Mini Bluetooth Keyboard with RGB Light Hot-Swappable Copy Paste Wireless Macropad Gaming Keypad,,https://www.lazada.vn/products/pdp-i3174191636.html,
Phụ kiện Máy tính,32Sgvgtskhv,968.905 ₫,-2%,949526,,,Bàn phím bluetooth mini Gấp không dây 32sgvgtskhv cho Windows IOS Android OS nút đa chức năng bàn phím số bàn phím chơi game,,https://www.lazada.vn/products/pdp-i2739509734.html,
Phụ kiện Máy tính,GlobalTechMart,1.147.000 ₫,-23%,883190,,,Bàn Phím Tiện Dụng Bluetooth Không Dây Aula Tarantula S99 - 98 Phím Chơi Game Văn Phòng Thiết Kế Hình Nhện Đa Chức Năng Với Đèn Nền RGB,,https://www.lazada.vn/products/pdp-i3128727182.html,
Điện,TAO Home Tools,221.000 ₫,-46%,119340,,,Ổ Cắm Có Thể Thu Gọn Đa Chức Năng Ổ Cắm USB Ổ Cắm Gia Dụng Học Sinh Ký Túc Xá Có Dây Ổ Cắm Nhiều Lỗ,192 Đã bán,https://www.lazada.vn/products/pdp-i2466918480.html,
Điện,TAO Home Tools,656.000 ₫,-48%,341120,,,Ổ Cắm Dây Điện Chuyên Dùng Cho Máy Tính Để Bàn Có Dây Ổ Cắm Kết Nối Nhiều Lỗ Có Cổng USB Ổ Cắm Vô Hình Dùng Cho Ký Túc Xá,96 Đã bán,https://www.lazada.vn/products/pdp-i2499671546.html,
Phụ kiện Máy tính,WIFI WIFI,,,,,,Bàn phím cơ  ZK3 Blue Switch-Sản phẩm mới 2022 Led RGB đổi màu với 10 chế độ-Bảo hành 3 tháng,,https://www.lazada.vn/products/pdp-i3153187176.html,
Đồ chơi cho trẻ sơ sinh & trẻ nhỏ,mingzhuo stationery,,,,,,MINGZHUO | Bộ Dụng Cụ Văn Phòng Điện Tử Cho Trẻ Em Làm Quà Tặng,,https://www.lazada.vn/products/pdp-i3220035994.html,
Phụ kiện Máy tính,LINH KIỆN MÁY TÍNH SIÊU RẺ,750.000 ₫,-36%,480000,,,"Bàn phím cơ S100 PRO chuyên net cực bền, đèn phím hiệu ứng cực đẹp. Kết nối có dây cổng USB, Bảo hành 12 tháng",,https://www.lazada.vn/products/pdp-i3127432385.html,
Phụ kiện Máy tính,MKSHOP,,,,-3,5,Bàn Phím Cơ Riccks led viền Keymap Via 3 Modes Hotswap RGB - MKSHOP,10 Đã bán,https://www.lazada.vn/products/pdp-i3011042421.html,
Phụ kiện điện thoại & máy tính bảng,Rocoren Official Store,1.590.000 ₫,-50%,795000,-52,5,Rocoren 20000MAh pd65w sạc dự phòng vỏ kim loại Ban Đầu Nhanh Chóng Sạc Màn hình LED kỹ thuật số USB C đồ sạc di động Powerbank bộ sạc ngoài Tương Thích Xiaomi 13 12 Cho iPhone 15 14 13 Pro Max Samsung S24 S23 Siêu,130 Đã bán,https://www.lazada.vn/products/pdp-i2929986612.html,
Phụ kiện Máy tính,GiaPhuc Digital,4.690.000 ₫,-17%,3892700,,,"Bàn phím cơ gaming không dây Logitech G715 TKL - Bluetooth và Lightspeed, RGB, kèm kê tay, 2 loại switch, tương thích PC, Mac, Laptop",,https://www.lazada.vn/products/pdp-i2093472552.html,
